logon_frequency_daily,logoff_frequency_daily,failed_logon_ratio,after_hours_activity_ratio,weekend_activity_ratio,remote_logon_count,resource_access_count,file_copy_to_usb_bytes,email_sent_count,email_attachment_size,email_external_recipient_ratio,web_uncategorized_visits,web_download_bytes,privilege_escalation_attempts,unusual_machine_access_pattern,off_baseline_app_usage,sentiment_negative_score,concurrent_logon_count,geo_velocity_anomaly_score,Label,Attack_Type
0.8529,1.4236,0.1222,0.9758,1.3592,1.1214,0.8518,1392.0972,0.8292,1.7834,2.2258,1.4293,4745.0256,0.0782,1.282,1.2782,1.1428,1.0,0.1657,0,Benign
1.7755,0.5886,0.141,0.637,1.4923,1.4578,1.8538,13.4896,1.7254,0.7942,1.0343,1.4314,7443.226,0.0797,1.8992,1.5867,1.5718,1.0,0.5109,0,Benign
1.2533,1.6249,0.1728,0.4691,1.4796,1.2638,0.0304,437.638,0.6412,1.6757,1.4501,1.001,55656.5199,0.0429,0.3961,0.3625,0.3872,1.0,1.2357,0,Benign
0.8063,1.2232,0.0356,1.1598,1.3844,1.0254,1.5293,14.6599,0.9782,1.093,1.2417,0.7081,16168.4579,0.1387,0.2513,0.4813,0.8034,1.0,1.015,0,Benign
1.3565,1.9958,0.735,0.0498,0.7501,0.8506,3.0845,111.9092,0.9032,0.7705,0.8306,1.2111,10838.786,4.2357,0.6176,6.4422,1.5112,1.1803,1.5882,1,PrivilegeAbuse
1.24,1.5526,0.1715,1.1614,0.7866,2.2877,1.1915,379.4346,1.9473,0.7861,2.6687,0.6387,100907.7497,0.0727,1.1256,0.4033,0.7227,1.0,0.6802,0,Benign
0.5901,0.7645,0.1277,1.1279,0.6162,1.2712,0.2399,125.8344,1.0886,1.167,1.5032,0.2714,47154.9779,0.1372,1.8412,0.0723,1.0137,1.0,0.3325,0,Benign
1.1707,1.13,0.0268,1.5393,0.7501,0.4131,0.7239,2311.5544,1.6107,1.0467,0.6728,1.1525,96.8233,0.0422,0.533,1.3592,1.7531,1.0,1.3414,0,Benign
0.6663,1.3505,1.0274,1.1112,1.597,0.0595,6.117,1592.5736,1.1998,1.2682,1.7867,0.9432,93021.8667,4.9305,1.6391,5.8728,0.5177,1.3418,0.4045,1,PrivilegeAbuse
0.4887,0.8116,0.0742,1.7829,1.0267,1.4495,1.0533,106.5791,1.3828,1.6412,0.1716,0.7061,3663.616,0.0708,0.6694,1.341,1.4922,1.0,0.9213,0,Benign
0.6831,0.7535,0.024,0.5169,0.5509,0.5035,0.2802,170.9776,1.3422,0.819,1.106,1.1949,10183.7553,0.1509,1.1461,0.9319,1.0072,1.0,0.798,0,Benign
1.3044,0.3336,0.0887,1.1288,1.2706,0.9243,1.2209,551.52,1.2023,0.8689,1.1136,0.4049,1344384.7901,0.103,0.3629,0.8881,1.7929,1.0,1.3976,0,Benign
0.373,1.3293,0.1178,1.1632,1.3484,1.1099,0.9549,566.6643,0.3732,1.2218,0.7856,1.1398,8796.8343,0.137,1.1226,2.0629,1.2894,1.0,1.8454,0,Benign
0.4894,0.9363,0.0867,0.7294,1.5578,1.8488,1.0492,280.2635,0.3798,1.0752,1.1615,0.9721,14340.4723,0.1378,1.0322,1.3211,0.1588,1.0,1.3199,0,Benign
1.0591,0.5115,0.1901,1.2818,1.2054,1.5017,1.6459,1255.3939,0.5173,1.1089,1.4191,0.2276,1327.2875,0.0812,0.1475,1.18,0.8516,1.0,0.3419,0,Benign
1.2966,0.8924,0.1209,0.9987,1.4507,0.6537,1.4263,70.2686,1.3263,1.2933,1.7063,1.4281,13410.2252,0.1437,1.0097,0.8195,1.4546,1.0,1.4419,0,Benign
0.1012,1.2721,0.0431,0.0558,0.9682,1.7479,1.3071,15.013,1.5249,0.235,1.3,1.6485,2362.5245,0.1234,1.2822,1.2433,1.0925,1.0,1.1603,0,Benign
0.7923,0.3528,0.1384,0.6312,1.5228,1.0539,0.9816,18.2613,0.7235,1.2802,0.5546,0.9783,62683.7578,0.0837,1.2526,0.6154,1.0062,1.0,0.3812,0,Benign
0.5379,0.1251,0.0662,0.7537,1.8035,1.9754,2.2026,9.7856,1.4856,1.1833,1.3376,1.3207,18981.296,0.1112,0.6649,1.9338,1.1976,1.0,1.2768,0,Benign
1.8382,0.5713,0.1077,1.13,1.8757,1.0704,0.7933,54.1239,1.2526,1.1041,0.9001,1.1359,108254.0342,0.096,0.6272,1.7442,0.6506,1.0,0.6291,0,Benign
1.1194,0.667,0.111,0.6836,0.8127,0.9013,1.0823,1051.7501,1.4841,1.3024,1.4286,0.5076,166276.0359,0.1719,1.5358,0.0029,0.5519,1.0,0.8551,0,Benign
0.675,0.7714,1.4432,0.7798,1.748,0.8375,3.8966,47.6725,0.9592,0.7729,0.6235,1.5664,137207.707,4.1329,1.2872,9.0117,1.4248,1.6891,0.9627,1,PrivilegeAbuse
1.7214,0.9142,0.0429,1.5877,1.1953,0.4915,0.582,26.5539,0.549,0.6624,1.5959,0.4851,659.249,0.0889,0.8784,0.6452,0.9725,1.0,0.9694,0,Benign
1.8938,0.1747,0.0198,1.5927,0.9069,0.0697,1.0519,4836.5545,1.1049,1.3921,1.2556,0.1686,13651.337,0.1135,0.5846,0.2461,1.5321,1.0,0.5727,0,Benign
0.5397,0.9618,0.0843,0.468,1.4029,1.7711,1.2161,9776.5551,1.4745,0.3703,1.2143,0.9264,41628.0441,0.0224,0.2797,0.4687,0.3879,1.0,0.7251,0,Benign
1.978,1.4871,0.1688,0.9415,0.6417,1.2126,0.7537,944.9361,0.5186,0.7787,0.57,0.9523,764537.9411,0.0981,0.5175,0.0339,0.6895,1.0,0.8577,0,Benign
0.4191,0.589,0.1322,1.1175,0.7655,0.2436,1.6013,184.5074,1.2837,0.8129,1.6082,1.2923,66506.7135,0.1036,1.0652,1.345,0.8303,1.0,1.2417,0,Benign
0.8008,0.7137,0.0558,1.4851,0.347,0.7015,0.7512,138.2615,1.3961,1.1236,0.2882,0.7259,13978.3279,0.1646,0.9162,1.0453,1.1051,1.0,1.7589,0,Benign
0.0416,1.7658,0.0786,0.5424,1.7202,1.4775,0.8773,2190.4219,0.0393,0.1234,0.8192,0.8314,6682.0852,0.0482,1.1116,1.3872,0.8679,1.0,0.4154,0,Benign
0.1814,1.3958,0.0862,1.2988,1.5921,1.5858,1.4887,93.4411,0.4093,0.9604,0.9209,0.7381,47037.6332,0.1043,1.5045,0.7168,1.3454,1.0,2.1042,0,Benign
1.6105,0.2445,1.0248,1.0534,0.788,0.6294,0.9904,20.4894,0.8708,1.1462,1.5151,1.0863,40858.1552,0.5194,8.4108,3.7237,4.0292,1.53,0.9624,1,InsiderThreat_Sabotage
0.4518,1.5188,0.1132,1.5255,1.0138,0.8701,1.1992,456.5051,1.4043,2.2446,0.5833,1.5698,8084.7851,0.1867,0.4169,0.2316,1.5866,1.0,1.0599,0,Benign
1.4053,0.1266,0.0822,1.0834,1.4053,2.1228,0.832,0.551,1.5412,0.9217,1.116,0.9055,50558.7141,0.1326,1.1206,1.035,0.9531,1.0,0.7127,0,Benign
0.6806,1.5931,0.78,1.2785,1.2655,0.5927,1.357,38.351,1.128,0.8869,0.43,2.0216,5481.0456,0.7193,8.3395,10.5408,1.7307,0.8135,9.7941,1,ZeroDay_AccountTakeover
1.0492,1.2891,0.0561,1.1747,0.8295,1.1314,0.9061,20.2014,0.6606,1.1719,1.6179,0.6317,56735.2429,0.0624,0.3207,1.839,0.414,1.0,0.3114,0,Benign
1.422,0.4532,0.0709,1.4893,0.4017,1.7073,1.44,17.2947,1.1981,1.2666,0.8211,0.8033,132437.3808,0.1106,0.9841,0.7981,0.7514,1.0,1.0386,0,Benign
0.8246,1.3588,0.0836,1.0359,1.3537,1.3926,0.978,7713.3541,1.2544,1.8043,0.8759,1.1527,1254.2741,0.1148,0.3686,0.5818,1.3132,1.0,1.0375,0,Benign
1.7221,1.1977,0.0295,0.225,0.8623,0.2209,0.5866,1.3272,0.6785,1.3072,0.1876,0.8469,391.4315,0.1176,0.9829,1.6743,0.7738,1.0,1.5134,0,Benign
0.0796,1.2011,0.0962,0.4627,0.9585,0.3619,0.7115,10.4605,0.7079,1.1851,0.642,0.6776,1962.834,0.125,1.2721,0.876,1.9311,1.0,0.7595,0,Benign
2.0002,1.1791,0.8758,1.2496,1.1458,0.0614,11.7844,23126.5587,1.1747,0.977,1.5885,1.0907,149615.1761,5.0248,1.0454,8.2215,1.3327,1.2682,1.4381,1,PrivilegeAbuse
0.6465,1.3119,0.055,0.7005,1.6999,0.8604,0.6904,135.631,0.92,1.1152,1.1024,0.5136,473.2763,0.0957,0.7546,1.4811,0.0728,1.0,0.8443,0,Benign
1.05,1.2169,0.1737,2.3146,1.7873,0.973,0.1808,127.9972,1.1034,1.0184,1.3335,1.5519,3261.5494,0.0209,1.7493,0.4755,0.7049,1.0,1.1928,0,Benign
1.7628,1.8626,1.177,1.2538,1.049,6.207,1.0864,5.2377,1.0894,0.5259,1.2802,0.8807,197024.5769,1.5483,0.1633,1.8411,0.8545,5.8213,10.0882,1,CompromisedAccount_StolenCreds
0.8751,1.0501,0.0667,0.9122,0.9771,0.1873,1.9964,31.5832,0.9903,0.4989,1.0287,0.8757,60837.8533,0.0576,1.1193,0.7098,0.0691,1.0,0.7225,0,Benign
0.7713,0.1609,0.0408,1.5042,0.995,1.679,1.1645,327.1981,0.5566,1.1843,1.7079,1.3521,84808.738,0.0519,2.0098,0.952,1.2403,1.0,0.0439,0,Benign
1.1368,1.796,0.0801,1.5324,0.753,0.7504,1.6454,79.0287,1.5707,1.4573,0.5249,1.7021,560.5748,0.0859,1.4431,0.9424,0.4515,1.0,0.9319,0,Benign
0.5616,0.8066,0.0452,0.7001,0.3791,1.4996,0.8446,39.1182,0.9136,0.7936,1.1575,0.8738,2079.4771,0.1208,0.8494,1.4739,0.7282,1.0,1.5306,0,Benign
1.2295,2.3429,0.1093,1.0566,1.6366,1.1099,0.3299,40.7958,0.7914,0.4834,1.3197,1.301,1640.5413,0.1717,1.6085,0.4924,1.1415,1.0,0.6794,0,Benign
1.0183,0.4456,0.633,2.1331,0.9151,0.8226,1.3084,5007.2357,1.4114,36.4759,1.6508,0.6081,676.4377,0.8598,0.882,1.4337,0.5076,0.6145,1.4228,1,InsiderThreat_IPTheft
0.8004,1.4958,0.0033,0.3861,1.2775,0.1959,0.9566,4243.4795,1.4877,1.1071,1.1736,0.9061,281.0394,0.104,0.3516,0.605,0.6598,1.0,0.9815,0,Benign
1.0631,0.5236,0.0682,0.2458,1.226,1.8539,1.2584,77147.0234,0.0783,1.3201,0.6098,0.9422,20208.1757,0.0437,1.4885,1.3858,1.1727,1.0,1.5669,0,Benign
0.5068,1.3088,0.1091,0.2854,0.002,0.6747,1.282,21.442,1.3036,0.574,0.7909,1.3124,12247.8384,0.065,0.5814,1.1224,0.0459,1.0,1.0197,0,Benign
1.364,2.0116,1.3572,1.2925,0.8241,1.9456,0.8592,44.2077,1.137,1.3352,0.9365,0.7231,2543.9006,0.757,0.7289,0.1809,0.5908,4.5811,7.7455,1,CompromisedAccount_StolenCreds
1.8991,0.5265,0.6789,0.0518,2.5908,0.9132,3.8779,25.8704,0.6476,1.5955,0.5989,1.0708,11239.7961,3.7402,0.3578,8.3733,1.2533,0.5763,1.2307,1,PrivilegeAbuse
0.1825,0.718,0.0624,0.6182,0.4499,0.9978,1.2073,36.0802,0.4276,1.0536,0.1577,1.1993,49324.5874,0.1219,1.4332,1.7895,0.6306,1.0,0.9755,0,Benign
1.5247,0.7418,0.1102,0.9306,1.0865,0.9606,0.471,2463.8069,1.3085,1.3085,0.4694,0.4323,820.8043,0.1338,0.437,0.8537,0.7238,1.0,0.1866,0,Benign
0.7588,0.3682,0.1371,0.7504,1.1716,0.0375,0.747,1136.0738,1.6496,1.819,0.5047,0.4976,14872.6423,0.0908,0.9241,1.4624,1.1661,1.0,1.086,0,Benign
2.3368,0.5919,0.1376,0.9339,1.8359,1.3206,1.2194,71.8035,0.8451,0.5602,1.1862,0.8878,79088.0132,0.0563,0.9596,1.0221,2.2345,1.0,0.5833,0,Benign
1.0086,1.0359,0.0783,0.9933,0.5218,1.7203,1.4412,861.5984,0.5801,0.6066,1.4552,0.7659,174629.7608,0.0115,1.0118,1.056,0.4289,1.0,1.1994,0,Benign
0.8947,1.258,0.0906,0.6696,0.5352,0.8335,1.1519,21.3475,0.7862,1.3182,0.8845,0.9385,30207.6279,0.0354,0.7543,1.0278,0.4863,1.0,1.1687,0,Benign
0.3324,1.7009,0.055,1.6699,0.1158,1.4081,0.7534,211.288,1.1306,0.6598,1.6153,1.4561,57326.455,0.003,2.0765,1.1285,1.0107,1.0,1.5497,0,Benign
1.2833,0.7309,0.0723,1.2488,0.8219,0.4829,0.3991,406.3633,0.3231,1.374,0.8442,0.7072,83006.8757,0.0578,1.4409,1.4763,0.9329,1.0,0.3794,0,Benign
1.5154,0.8049,1.1736,0.6754,0.5621,1.6785,1.2767,48.4063,1.559,0.9679,1.0352,0.6546,12460.7862,1.471,8.4143,5.2419,0.3034,0.1716,13.738,1,ZeroDay_AccountTakeover
0.4737,0.8069,0.1052,0.1633,1.7381,1.2599,0.2861,0.4028,0.8535,1.311,1.4132,0.9246,7349.8007,0.0858,1.6561,0.5627,1.5727,1.0,0.1366,0,Benign
1.1171,1.353,0.0569,1.3573,0.4021,0.0802,0.3257,316.8358,0.7575,1.4007,0.2608,0.6321,124814.9385,0.1545,1.7661,0.8014,0.5577,1.0,1.7388,0,Benign
0.7315,1.4939,1.6856,2.2648,1.1359,6.1888,0.6921,309.1797,1.906,1.2082,0.5356,1.6331,5841.7943,0.9331,1.797,1.649,0.3844,3.7759,10.9858,1,CompromisedAccount_StolenCreds
1.8839,1.3779,0.037,1.2487,1.4948,0.8848,1.0394,28.4341,1.2985,0.659,1.0623,1.0043,188350.7469,0.0978,0.6831,1.3313,1.2534,1.0,1.3817,0,Benign
1.342,1.412,0.0313,0.4682,0.6616,0.9003,1.0387,1063.3222,0.158,1.2201,1.3543,0.3611,66367.5885,0.1494,0.13,0.6716,1.3277,1.0,0.4706,0,Benign
1.0491,1.1964,0.0365,0.7147,0.8314,0.5697,0.0158,639.1354,1.5634,0.8474,1.0778,1.136,3874.3754,0.0086,0.8019,1.2647,1.0527,1.0,1.1005,0,Benign
1.2921,1.0455,0.179,0.8682,0.8881,0.6282,0.4209,735.5654,0.7822,2.115,0.8737,1.088,14456.2136,0.1093,1.4112,0.8745,0.7506,1.0,1.0499,0,Benign
0.6231,0.4526,0.1429,0.0586,0.9891,1.4686,0.9982,43.3636,1.1516,1.9647,1.1654,0.5007,5309.1187,0.1574,0.2711,1.42,0.8153,1.0,0.1442,0,Benign
0.2748,0.7953,0.0915,1.0819,1.0113,0.6919,0.1845,8.4618,0.9478,1.4976,0.1496,0.6769,6189.7353,0.1099,1.1762,1.2078,1.1216,1.0,1.0177,0,Benign
1.3607,0.0564,0.1683,0.4899,1.8354,1.3862,1.7233,10688.9931,1.5567,1.0216,1.1222,1.0746,57597.9622,0.0813,0.5949,0.7292,0.9296,1.0,1.0969,0,Benign
0.8528,1.5056,0.1303,1.9523,1.4351,0.2933,0.7228,438.9895,0.6848,1.1065,0.5094,1.0531,288976.2052,0.0991,0.5834,1.4288,1.2535,1.0,1.4083,0,Benign
1.553,1.3091,0.1435,1.1177,1.3254,1.3075,1.2256,90.1129,1.0512,1.1737,0.7074,1.5507,207395.1128,0.1474,1.1482,0.8588,1.0417,1.0,0.077,0,Benign
0.6026,0.9301,0.7112,0.7068,1.3802,0.9436,8.3063,9.0624,1.0967,0.5883,2.7107,1.528,1244.9997,4.2708,0.5199,7.6085,0.5757,1.2763,0.8364,1,PrivilegeAbuse
0.2222,1.3019,0.5098,1.3372,0.1601,1.9071,1.359,38262.9192,1.274,15.0112,1.642,0.8292,245914.073,1.2061,0.1151,0.667,0.5727,1.0297,0.9551,1,InsiderThreat_IPTheft
0.6012,0.7722,0.2201,1.3835,0.3541,1.0659,0.6728,5405.5941,0.4615,1.5009,0.9697,0.4739,5927.0117,1.1134,4.735,3.4607,3.7737,1.3747,1.0085,1,InsiderThreat_Sabotage
0.9953,1.3636,0.6344,1.3454,2.0277,1.9912,1.3143,131.3906,1.6013,0.6712,1.782,0.9239,262207.0051,1.4904,8.1505,4.6059,3.6678,1.6624,1.758,1,InsiderThreat_Sabotage
0.9628,1.8058,1.8751,0.4691,1.4481,1.6236,3.5711,971.3543,0.4111,1.6061,0.7124,1.3091,1998.8862,3.4802,1.0871,7.4967,0.5111,0.6364,0.6488,1,PrivilegeAbuse
1.5406,1.1057,0.099,0.3812,1.4535,1.2173,1.6509,4.534,1.2395,2.0092,0.0466,1.2818,179997.0826,0.1396,0.8652,0.8538,0.7747,1.0,1.4393,0,Benign
1.3822,0.0644,0.0738,1.4097,0.8985,0.847,0.7796,419.7945,0.5614,0.3847,1.2564,1.0149,1936.6278,0.1416,0.9767,0.6337,1.2898,1.0,1.1294,0,Benign
1.1536,0.8746,0.1526,1.8765,1.127,0.8402,0.1013,540.2937,0.7364,0.3578,0.9274,1.1409,35859.4849,0.1735,1.2947,1.4891,1.489,1.0,1.0332,0,Benign
1.888,0.2304,0.158,0.9875,0.5918,1.3455,1.3135,142.2341,1.0644,0.5765,0.6315,0.9603,1059.3528,0.1359,0.4629,0.5345,1.3701,1.0,0.8491,0,Benign
1.5504,0.83,0.0814,0.3149,1.103,0.4729,0.964,72.6322,0.9531,0.8118,2.0205,1.6051,8169.6919,0.0609,1.1993,0.9655,1.1547,1.0,1.2166,0,Benign
1.2161,1.1619,0.0872,1.1869,1.349,1.5395,1.8316,351.2137,0.5686,0.8309,1.1329,1.4861,4988.146,0.0652,1.3379,1.5557,1.648,1.0,0.8043,0,Benign
1.3819,1.7578,0.1603,1.4374,0.5714,0.4463,0.1047,83.9106,1.1794,1.3368,0.4678,0.7137,88119.1991,0.1482,1.2811,0.8415,0.7705,1.0,0.2244,0,Benign
2.1306,0.8993,0.0943,0.2047,1.1974,1.3519,0.9235,0.9649,0.6634,0.4876,0.1049,0.5389,7301.3842,0.1769,0.7037,0.8404,2.1107,1.0,0.3368,0,Benign
1.2391,0.4661,0.1707,1.0294,1.231,1.5668,0.6653,143.5843,1.3832,1.5354,0.8674,1.0183,10969.8623,0.1141,1.2478,0.3883,0.9748,1.0,0.8134,0,Benign
0.6286,0.7947,0.0765,0.1981,0.4626,0.5243,1.0809,24.2446,0.7456,1.8841,0.562,0.7582,232289.8223,0.1614,0.3653,1.8904,1.8925,1.0,1.6501,0,Benign
1.0346,0.8005,0.1333,1.3364,1.2251,0.5348,2.2732,91.0534,1.0181,2.0054,0.9974,1.3118,1488.584,0.1051,0.8316,1.0604,0.6147,1.0,1.4331,0,Benign
1.0026,1.2626,0.1118,0.9316,0.5567,1.8398,1.3032,257.3909,2.0696,1.528,1.5032,1.7632,26753.6332,0.1383,0.7977,1.3279,0.8891,1.0,1.7488,0,Benign
0.1913,0.6635,1.6668,1.7178,0.999,0.5205,0.3197,70.4785,0.4135,0.3151,0.7198,0.7797,4354.4211,0.6973,7.9505,7.1224,0.1895,1.0612,10.4428,1,ZeroDay_AccountTakeover
0.7901,1.0934,0.0551,0.4112,0.6556,1.2428,1.559,567.4374,1.0499,2.1795,0.6384,0.8279,54963.7793,0.0257,1.3196,0.0148,1.6822,1.0,0.8735,0,Benign
2.2884,1.0438,0.1068,0.971,0.9223,0.9329,1.0099,326.8932,1.0811,0.0227,0.9725,0.9618,148899.0191,0.0839,0.4538,0.6817,1.7564,1.0,1.0928,0,Benign
0.582,0.5126,0.0596,1.3958,1.0844,1.623,0.7088,95.3264,1.2602,0.7111,1.5986,0.7229,314214.3986,0.1926,1.4675,0.7177,1.4881,1.0,1.9009,0,Benign
0.4372,0.1683,0.1424,1.5263,0.4704,0.1768,0.8777,201.8423,0.6104,1.0896,0.9704,0.8052,28708.7585,0.0498,1.4953,1.6309,0.8697,1.0,1.3187,0,Benign
1.705,0.0851,0.066,0.3404,1.1911,0.3014,0.7106,575.8715,0.6199,0.5498,0.9373,0.4031,8211.3667,0.0534,1.4793,0.927,1.3852,1.0,1.2186,0,Benign
0.5517,1.9592,0.1341,1.385,0.8134,0.1041,1.4054,163.8407,0.2315,1.7313,0.8153,1.2678,3303.7107,0.2163,1.2573,1.0043,1.038,1.0,0.7628,0,Benign
1.4777,1.8312,0.082,0.9926,1.1554,0.8121,0.072,2916.7392,0.5126,0.1102,1.5049,1.3996,44666.92,0.1746,1.1808,1.0742,1.0389,1.0,2.1841,0,Benign
0.417,1.3798,0.0384,0.3747,1.8578,0.3253,1.2357,523.5138,1.4748,1.3941,1.0934,1.0466,6147.2866,0.1303,1.3239,0.0289,1.5692,1.0,0.972,0,Benign
1.1154,0.8241,0.0768,1.1011,1.2569,1.5709,0.9846,188.7918,1.9781,1.7048,0.7628,0.7964,135024.0015,0.1631,2.1514,1.3828,0.7087,1.0,1.6748,0,Benign
0.5952,1.0759,0.0356,0.566,1.0811,0.7776,1.4639,6.4116,0.9171,1.6942,1.5588,0.6111,123475.8348,0.1533,1.0495,0.988,0.4272,1.0,0.4741,0,Benign
0.6898,1.1984,0.1296,1.7251,0.8079,1.0052,1.3641,372.7757,1.0609,1.8342,0.9126,0.9154,1489.7017,0.0811,0.6658,0.5684,0.8375,1.0,1.3923,0,Benign
0.6513,1.1739,0.0222,0.7167,0.8303,1.1067,1.3328,3234.3979,0.8749,1.1546,0.2847,0.2356,10006.7347,0.135,0.7266,1.848,1.0437,1.0,1.3267,0,Benign
0.8596,0.9394,0.086,1.7196,0.6906,1.7554,1.1524,750.6622,1.118,0.779,0.5427,1.1938,3031.9694,0.0622,0.1697,0.84,1.4059,1.0,1.6826,0,Benign
0.3644,1.4796,0.0483,1.2127,1.0,0.2574,0.3783,24.6399,0.8078,0.7232,0.8971,0.6272,77945.5685,0.1661,0.8337,0.5173,0.7367,1.0,1.0487,0,Benign
1.2444,1.362,0.1469,1.1903,1.2363,1.2842,1.2283,2259.9382,1.9115,0.7445,0.8649,0.1267,82999.8407,0.0568,1.0527,1.4563,1.6122,1.0,0.8354,0,Benign
0.6749,1.1669,0.055,1.0888,0.7214,0.8253,1.0577,31476.4406,0.9811,0.438,1.0891,0.9427,3388.4031,0.1317,0.9054,1.2058,0.9124,1.0,0.1862,0,Benign
1.1171,1.0723,1.2115,1.4755,0.8997,0.7642,0.5137,856.3253,1.441,1.4716,0.4001,0.6367,7436.3566,0.9596,11.4231,8.2215,1.2695,0.531,12.706,1,ZeroDay_AccountTakeover
0.9844,0.5421,0.0663,1.6051,0.7087,1.5772,0.8866,324.9345,0.8947,1.4178,0.6275,1.0522,6628.5223,0.1336,1.1114,0.6854,0.6248,1.0,0.4918,0,Benign
0.4731,1.8995,1.314,1.9599,1.4243,16.6473,1.1774,819.7122,0.3713,0.4704,1.754,1.1368,16041.7355,1.3401,0.6586,0.7312,0.7033,4.1016,11.1808,1,CompromisedAccount_StolenCreds
1.5493,0.2283,0.0337,2.2895,0.941,0.1214,0.9662,93.2367,1.3361,1.2336,0.2776,0.8066,1614.1291,0.1022,1.1983,0.8974,0.4434,1.0,0.4044,0,Benign
0.9738,1.4789,0.0699,0.5626,0.5835,0.0351,1.7243,16.2299,0.9864,1.2739,1.0059,1.2784,705532.7964,0.1215,0.8597,1.9373,1.1325,1.0,0.8916,0,Benign
0.0098,1.9996,0.0625,0.1066,0.6117,1.4343,0.8479,115.8047,1.3076,0.9738,0.7687,1.4897,95896.3083,0.0032,0.1975,1.5484,1.7515,1.0,0.8507,0,Benign
0.0093,1.142,0.1331,0.9712,0.999,0.7718,0.8628,779.9772,1.0477,0.7248,1.0927,0.7961,26613.8636,0.1082,0.4192,1.0421,0.6003,1.0,1.1491,0,Benign
1.5939,0.6073,0.3322,0.9264,0.6052,0.7994,0.1176,110.0758,0.7852,0.8819,1.2581,0.7199,6915.1139,0.5268,9.0913,6.4851,0.037,0.6917,16.402,1,ZeroDay_AccountTakeover
0.8042,0.5267,1.8523,0.629,0.1576,8.5134,0.8921,551.8201,0.7479,1.3196,0.3345,0.7114,3827.224,0.7841,1.2508,0.8787,0.942,3.9032,7.2209,1,CompromisedAccount_StolenCreds
1.5676,0.5848,0.0502,1.4452,1.215,1.0299,0.2735,1283.0011,0.7931,1.8611,1.1048,0.815,1270618.2668,0.1769,0.809,1.4067,1.1207,1.0,1.0614,0,Benign
1.2596,0.7478,0.1105,1.0141,0.0765,1.1096,0.5328,9.5806,1.613,0.7648,1.3836,0.903,446.9067,0.1197,1.4553,1.0315,0.7513,1.0,0.9901,0,Benign
1.0669,1.5794,0.8512,0.9144,0.6199,1.4981,1.6292,3.8272,1.1003,1.4432,0.625,1.6907,550149.5792,4.821,1.2073,7.1216,1.1789,1.3863,0.1282,1,PrivilegeAbuse
0.896,0.2264,1.8155,0.3833,1.1017,1.0108,1.6257,142.0045,1.1125,1.1134,0.8336,1.0633,89169.3911,0.822,9.9521,9.5563,0.4737,1.144,14.9665,1,ZeroDay_AccountTakeover
0.913,0.9385,0.205,1.7986,1.0991,1.1127,1.6075,23.4722,1.2596,1.2329,0.914,1.36,1365967.8816,0.071,0.585,0.1146,0.7309,1.0,0.2608,0,Benign
0.4675,0.507,0.0665,1.3787,1.3815,2.1527,0.7112,3200.5476,0.9241,1.2182,1.1399,1.2124,16662.5725,0.1217,0.636,0.9314,0.7694,1.0,1.3278,0,Benign
1.5523,1.188,0.0807,1.267,0.5602,1.3321,1.0183,394.4313,1.5639,1.0815,1.2071,1.1463,23101.1923,0.1056,0.6862,1.8937,0.6967,1.0,1.1514,0,Benign
0.536,0.7352,0.0371,1.0647,1.1387,0.8749,0.7865,12.2138,1.0948,1.6229,1.552,0.5106,908.1002,0.1455,1.2009,2.1442,1.6762,1.0,0.9454,0,Benign
0.9719,1.6096,0.1485,1.3677,1.3713,0.4845,1.3852,290.9051,1.4728,1.5499,1.033,0.934,7055.3881,0.0119,0.7467,0.864,0.3989,1.0,0.5518,0,Benign
1.6848,0.7225,0.1836,1.6549,0.7592,0.6954,1.4914,174.3437,1.0252,1.1622,1.8622,1.2785,426816.2565,0.1593,1.0756,0.8939,1.0173,1.0,1.2379,0,Benign
0.8674,0.4774,0.0806,1.8621,0.8164,0.9856,0.823,13.6806,0.8851,0.8955,1.7111,1.0931,15354.6818,0.0101,1.281,0.1299,0.7734,1.0,1.4779,0,Benign
0.5571,0.7895,0.0011,1.1627,0.114,0.5201,0.8262,583.1093,1.2693,1.4543,1.4898,0.2233,1183.8157,0.0284,0.3931,0.6252,0.5461,1.0,0.2447,0,Benign
0.9563,0.1854,0.1386,0.9836,1.0849,1.1301,0.55,40.5975,0.5718,1.4034,0.0255,1.3526,6182.8241,0.0956,1.0631,1.2428,1.339,1.0,0.8656,0,Benign
0.2279,0.6133,0.1483,0.5807,1.3628,0.8193,1.1916,675.7133,1.0764,1.2664,1.2385,1.5225,2251.5856,0.0349,0.7931,1.5672,1.2579,1.0,1.1785,0,Benign
0.936,0.3786,1.2531,1.2396,0.8868,1.2101,1.3507,1008.0276,0.1588,0.2878,0.5864,0.8147,1051118.9599,1.0119,5.6989,5.0813,4.3211,1.1264,2.2426,1,InsiderThreat_Sabotage
0.7344,0.7588,0.1703,0.7211,1.1712,2.0205,0.7297,5.0547,1.1003,0.8487,0.7416,1.4612,1241.016,0.1054,1.1264,1.1926,0.9563,1.0,2.163,0,Benign
1.2711,0.3107,0.1043,1.6256,0.9589,0.7067,0.502,27.4816,1.0359,1.6368,0.8181,0.5299,21827.0596,0.1177,0.9414,1.9363,0.9499,1.0,1.4062,0,Benign
0.5942,1.5011,0.0147,0.995,1.4991,0.0336,0.7436,1493.834,1.7421,1.2209,0.7868,0.6581,18674.0112,0.1126,0.8921,0.6654,0.1612,1.0,0.7762,0,Benign
